NPI,First_Name,Last_Name,License_Number,Network,Address,City,County,State,Zip_Code ,Phone_Number,Fax_Number,Specialty ,Date_Survey,Time_Survey,Survey_Completed,Urgent_Appointment_Date ,Urgent_Appointment_Time,Urg_Appt_Status,Non_Urgent_Appointment_Date, Non_Urgent_Appointment_Time,Non_Urg_Appt_Status
55-6595514,Mark,Pruitt,477-61-4160,KY Medicaid,51353 Williamson Mountains,Frankfort,Franklin,Kentucky,40602,8594084401,8598451000,General Practice,3/10/22,8:00 AM,Yes,3/15/22,7:30 AM,Noncompliant,5/4/22,10:30 AM,Noncompliant
45-7603469,Antonio,Zavala,349-50-9561,KY Medicaid,81580 Christopher Bridge Suite 248,Bowling Green,Warren,Kentucky,42101,8598755240,8594871700,Obstetrics/Gynecology,3/1/22,10:30 AM,Yes,3/8/22,4:00 PM,Noncompliant,4/15/22,3:00 PM,Noncompliant
64-1605008,Susan,Nelson,631-30-4179,KY Medicaid,75189 Diaz Vista,Bowling Green,Warren,Kentucky,42101,8599866500,8597864141,Family Medicine,2/22/22,3:00 PM,Yes,3/4/22,2:00 PM,Noncompliant,4/15/22,8:45 AM,Noncompliant
65-3320196,Jill,Rodriguez,127-58-5998,KY Medicaid,32658 Shelly Hollow,Covington,Kenton,Kentucky,41013,8592225388,8595932115,Pediatrics,3/15/22,3:00 PM,Yes,3/17/22,9:00 AM,Compliant,5/18/22,10:30 AM,Noncompliant
32-0181731,Samantha,Mcbride,489-13-0130,KY Medicaid,259 Stephen Ports,Bowling Green,Warren,Kentucky,42101,8597324321,8597495000,Internal Medicine,2/28/22,7:30 AM,Yes,3/1/22,8:00 AM,Compliant,4/5/22,2:30 PM,Noncompliant
56-8545802,Jeanette,Smith,556-19-4375,KY Medicaid,08021 Gonzalez Pines Suite 625,Lexington,Fayette,Kentucky,40502,8594172000,8593062195,Family Medicine,2/18/22,7:30 AM,Yes,3/18/22,10:30 AM,Noncompliant,3/21/22,1:00 PM,Noncompliant
86-2348211,Matthew,Turner,763-28-9997,KY Medicaid,216 Jackson Harbors Suite 331,Frankfort,Franklin,Kentucky,40602,8599324211,8595774300,Pediatrics,2/24/22,2:00 PM,Yes,3/15/22,3:00 PM,Noncompliant,5/10/22,8:30 AM,Noncompliant
44-8072038,Kevin,Mason,825-88-2649,KY Medicaid,6272 Fisher Loop Suite 657,Louisville,Jefferson,Kentucky,40211,8595623000,8599825220,Family Medicine,2/22/22,2:00 PM,Yes,3/10/22,3:00 PM,Noncompliant,3/28/22,7:00 AM,Noncompliant
76-8000721,Ricardo,Bates,893-94-7154,KY Medicaid,26752 Brandi Turnpike Suite 002,Lexington,Fayette,Kentucky,40502,8595274800,8596242444,General Practice,3/3/22,8:30 AM,Yes,3/7/22,3:00 PM,Noncompliant,3/22/22,2:00 PM,Compliant
50-7494519,Corey,Robinson,107-50-9992,KY Medicaid,760 Alvarez Keys Suite 579,Owensboro,Daviess,Kentucky,42302,8593489343,8596208870,Internal Medicine,3/3/22,3:00 PM,Yes,3/18/22,8:45 AM,Noncompliant,3/30/22,2:30 PM,Compliant
27-0648025,Evelyn,Ruiz,156-36-0803,KY Medicaid,881 Anderson Drives Suite 174,Owensboro,Daviess,Kentucky,42302,8593650300,8592507264,Internal Medicine,2/23/22,7:00 AM,Yes,3/1/22,4:00 PM,Noncompliant,3/25/22,1:30 PM,Compliant
52-4809077,Mary,Schwartz,788-69-2086,KY Medicaid,58831 Ewing Land,Louisville,Jefferson,Kentucky,40211,8596389451,8592962421,Internal Medicine,3/3/22,7:00 AM,Yes,3/16/22,9:00 AM,Noncompliant,5/11/22,2:00 PM,Noncompliant
38-8960267,Matthew,Edwards,340-08-2769,KY Medicaid,9363 Cisneros Island,Frankfort,Franklin,Kentucky,40602,8599675000,8592607371,General Practice,3/17/22,8:30 AM,Yes,3/18/22,9:00 AM,Compliant,5/5/22,1:00 PM,Noncompliant
61-7623575,Elijah,Chambers,647-13-9694,KY Medicaid,75712 Robert Meadows,Covington,Kenton,Kentucky,41013,8595752100,8593708255,Internal Medicine,3/3/22,8:45 AM,Yes,3/7/22,8:00 AM,Noncompliant,5/13/22,10:30 AM,Noncompliant
40-1835963,Jennifer,Carey,868-93-7054,KY Medicaid,0612 Hall Brooks Suite 972,Covington,Kenton,Kentucky,41013,8597378559,8595463876,Obstetrics/Gynecology,3/14/22,9:00 AM,Yes,3/21/22,1:00 PM,Noncompliant,5/6/22,4:00 PM,Noncompliant
83-4156460,Zachary,Orr,545-15-2788,KY Medicaid,34147 Ashley Flat,Lexington,Fayette,Kentucky,40502,8597451000,8598264084,General Practice,2/28/22,2:00 PM,Yes,3/15/22,2:00 PM,Noncompliant,5/11/22,7:00 AM,Noncompliant
94-1562004,Laura,Brooks,036-83-9388,KY Medicaid,1768 Green Views Suite 216,Covington,Kenton,Kentucky,41013,8592371700,8597928755,Family Medicine,2/28/22,7:30 AM,Yes,3/1/22,8:30 AM,Compliant,3/28/22,10:30 AM,Compliant
50-3869817,Ryan,Jackson,124-08-2605,KY Medicaid,599 Howe Green,Bowling Green,Warren,Kentucky,42101,8598664141,8593899866,General Practice,3/18/22,10:30 AM,Yes,3/21/22,1:00 PM,Noncompliant,5/18/22,8:00 AM,Noncompliant
76-8680920,Robert,Duran,862-90-2744,KY Medicaid,6996 Richard Vista,Lexington,Fayette,Kentucky,40502,8597232115,8594822225,Obstetrics/Gynecology,3/8/22,2:30 PM,Yes,3/9/22,2:00 PM,Compliant,3/28/22,8:30 AM,Compliant
61-2577068,Bryan,Mccullough,562-28-6398,KY Medicaid,118 Jessica Mills,Louisville,Jefferson,Kentucky,40211,8593895000,8593327324,Family Medicine,3/7/22,8:30 AM,Yes,3/15/22,7:00 AM,Noncompliant,4/29/22,8:00 AM,Noncompliant
33-8643301,Samantha,Webb,387-72-8877,KY Medicaid,570 Brandon Estates,Owensboro,Daviess,Kentucky,42302,8592562195,8594304172,Pediatrics,3/2/22,8:00 AM,Yes,3/10/22,8:45 AM,Noncompliant,3/14/22,8:00 AM,Compliant
16-4498484,George,Taylor,113-48-2515,KY Medicaid,42980 Jeffrey Prairie,Lexington,Fayette,Kentucky,40502,8596474300,8599809324,Family Medicine,3/7/22,8:45 AM,Yes,3/11/22,7:30 AM,Noncompliant,3/25/22,2:30 PM,Compliant
22-0965837,Tamara,Thomas,221-98-1301,KY Medicaid,0396 Patterson Points Suite 575,Lexington,Fayette,Kentucky,40502,8592125220,8592325623,Family Medicine,3/1/22,7:30 AM,Yes,3/9/22,9:00 AM,Noncompliant,3/25/22,7:30 AM,Compliant
13-9628614,Mario,Peck,305-98-1629,KY Medicaid,4652 Ramirez Junction,Owensboro,Daviess,Kentucky,42302,8594442444,8595205274,Family Medicine,2/24/22,8:30 AM,Yes,3/11/22,1:30 PM,Noncompliant,3/22/22,8:30 AM,Compliant
45-5844186,Katherine,Lambert,017-38-2597,KY Medicaid,2009 Troy Harbor Suite 188,Louisville,Jefferson,Kentucky,40211,8593235211,8598863489,Family Medicine,3/14/22,9:00 AM,Yes,3/17/22,4:00 PM,Noncompliant,3/18/22,8:00 AM,Compliant
22-3271804,Tracy,Morris,427-78-0682,KY Medicaid,427 Amber Roads,Bowling Green,Warren,Kentucky,42101,8592856401,8595703650,Obstetrics/Gynecology,3/3/22,2:30 PM,Yes,3/18/22,4:00 PM,Noncompliant,5/17/22,8:45 AM,Noncompliant
24-6612728,Andrea,Scott,376-61-0448,KY Medicaid,8715 Lopez Port Suite 446,Covington,Kenton,Kentucky,41013,8595874011,8596566389,Obstetrics/Gynecology,2/28/22,8:45 AM,Yes,3/18/22,3:00 PM,Noncompliant,4/18/22,2:30 PM,Noncompliant
32-5086489,Molly,Cooper,392-04-3318,KY Medicaid,1951 Aguilar Mews,Frankfort,Franklin,Kentucky,40602,8598492351,8596999675,Internal Medicine,3/2/22,7:30 AM,Yes,3/18/22,4:00 PM,Noncompliant,3/22/22,3:00 PM,Compliant
15-1455201,Christopher,Carr,606-08-1128,KY Medicaid,594 Ryan Rest Suite 051,Owensboro,Daviess,Kentucky,42302,8594844656,8598205752,Obstetrics/Gynecology,3/17/22,8:30 AM,Yes,3/18/22,7:00 AM,Compliant,4/26/22,3:00 PM,Noncompliant
95-4247793,Danny,Duffy,682-42-9109,KY Medicaid,40705 David View,Frankfort,Franklin,Kentucky,40602,8597836503,8596297378,Internal Medicine,3/14/22,4:00 PM,Yes,3/17/22,8:45 AM,Noncompliant,4/7/22,2:30 PM,Compliant
11-2728010,Dillon,Kim,561-03-2030,KY Medicaid,5159 Smith Corner,Owensboro,Daviess,Kentucky,42302,8595985104,8597607451,Obstetrics/Gynecology,3/9/22,4:00 PM,Yes,3/21/22,1:30 PM,Noncompliant,4/18/22,8:00 AM,Noncompliant
60-6871330,Melissa,Glass,516-36-5201,KY Medicaid,18149 Isabel Vista,Covington,Kenton,Kentucky,41013,8597433186,8598362371,Pediatrics,3/3/22,1:00 PM,Yes,3/7/22,8:45 AM,Noncompliant,3/28/22,9:00 AM,Compliant
10-6357368,Carlos,Daniels,285-23-3761,KY Medicaid,7765 Jose Throughway,Louisville,Jefferson,Kentucky,40211,8593012000,8593608664,Obstetrics/Gynecology,3/21/22,1:30 PM,Yes,3/24/22,8:30 AM,Noncompliant,3/28/22,2:30 PM,Compliant
72-0245312,Brian,Green,784-66-2135,KY Medicaid,372 Ferguson Cliff,Frankfort,Franklin,Kentucky,40602,8595723100,8593567232,Internal Medicine,3/15/22,4:00 PM,Yes,3/16/22,1:30 PM,Compliant,3/25/22,4:00 PM,Compliant
72-5432796,Victor,Williams,454-58-4176,KY Medicaid,3574 Joshua Circle,Louisville,Jefferson,Kentucky,40211,8599882299,8598703895,General Practice,3/15/22,3:00 PM,Yes,3/21/22,7:30 AM,Noncompliant,3/28/22,1:30 PM,Compliant
51-7464911,Amber,Clark,779-15-3946,KY Medicaid,62953 Marshall Hills Suite 376,Lexington,Fayette,Kentucky,40502,8596233131,8597862562,Pediatrics,2/22/22,8:45 AM,Yes,3/10/22,8:00 AM,Noncompliant,3/15/22,8:00 AM,Compliant
61-6399704,Gary,Sanchez,797-46-0248,KY Medicaid,6601 Guerrero Gateway,Frankfort,Franklin,Kentucky,40602,8596298000,8598926474,Pediatrics,3/18/22,10:30 AM,Yes,3/21/22,1:00 PM,Noncompliant,3/25/22,8:30 AM,Compliant
15-4869437,Jessica,Brewer,337-85-9574,KY Medicaid,67281 Tiffany Fork,Louisville,Jefferson,Kentucky,40211,8592514585,8592192125,Family Medicine,3/7/22,2:00 PM,Yes,3/11/22,1:00 PM,Noncompliant,3/29/22,1:30 PM,Compliant
44-5101732,Bryan,Silva,767-67-9138,KY Medicaid,91837 Randy Views Suite 394,Bowling Green,Warren,Kentucky,42101,8592987411,8595904442,Pediatrics,3/8/22,10:30 AM,Yes,3/10/22,1:30 PM,Noncompliant,3/22/22,3:00 PM,Compliant
06-2153572,Zachary,Cooley,850-78-3959,KY Medicaid,9205 Rowe Lights,Owensboro,Daviess,Kentucky,42302,8592606104,8599693235,Obstetrics/Gynecology,3/15/22,8:00 AM,Yes,3/16/22,1:30 PM,Compliant,4/20/22,8:00 AM,Noncompliant
10-1861741,Harold,Reynolds,497-79-3588,KY Medicaid,532 Reyes Harbor,Louisville,Jefferson,Kentucky,40211,8593773400,8597362856,Internal Medicine,3/14/22,4:00 PM,Yes,3/18/22,7:00 AM,Noncompliant,4/26/22,3:00 PM,Noncompliant
12-7291795,Kim,Gonzales,509-34-1390,KY Medicaid,1090 Newton Parkways Suite 094,Lexington,Fayette,Kentucky,40502,8595464175,8593325874,Pediatrics,3/10/22,1:00 PM,Yes,3/10/22,4:00 PM,Compliant,5/11/22,8:45 AM,Noncompliant
46-6796538,Pamela,Jones,740-84-5690,KY Medicaid,464 Kimberly Lakes,Bowling Green,Warren,Kentucky,42101,8598277700,8594968492,Pediatrics,3/17/22,8:45 AM,Yes,3/18/22,8:00 AM,Compliant,3/25/22,9:00 AM,Compliant
43-4213726,Luis,Jenkins,120-31-2958,KY Medicaid,9070 Bell Skyway Suite 922,Covington,Kenton,Kentucky,41013,8597931000,8597524844,Internal Medicine,2/28/22,8:45 AM,Yes,3/18/22,8:30 AM,Noncompliant,5/2/22,8:45 AM,Noncompliant
83-1887826,Carolyn,Watkins,346-22-6785,KY Medicaid,43127 Sanchez Knoll,Louisville,Jefferson,Kentucky,40211,8593844753,8597867836,General Practice,3/14/22,7:30 AM,Yes,3/15/22,8:30 AM,Compliant,5/20/22,2:00 PM,Noncompliant
77-4888512,Samantha,Peterson,292-46-5704,KY Medicaid,69156 Hines Islands Suite 414,Bowling Green,Warren,Kentucky,42101,8594879231,8597565985,Obstetrics/Gynecology,3/1/22,8:45 AM,Yes,3/3/22,1:30 PM,Noncompliant,3/10/22,7:00 AM,Compliant
38-5712896,Yesenia,Norton,048-15-4801,KY Medicaid,70856 Leah Pike,Lexington,Fayette,Kentucky,40502,8593388000,8596367433,Obstetrics/Gynecology,3/14/22,2:00 PM,Yes,3/18/22,7:30 AM,Noncompliant,5/6/22,8:30 AM,Noncompliant
58-5241397,Sarah,Gilbert,422-79-4902,KY Medicaid,583 Jeffrey Path,Covington,Kenton,Kentucky,41013,8594396600,8594693012,Pediatrics,3/2/22,9:00 AM,Yes,3/8/22,7:30 AM,Noncompliant,3/18/22,1:30 PM,Compliant
76-1771442,Jesus,Gardner,893-33-0059,KY Medicaid,993 Cynthia Plaza,Covington,Kenton,Kentucky,41013,8599873600,8596695723,Family Medicine,3/10/22,8:00 AM,Yes,3/21/22,8:30 AM,Noncompliant,5/3/22,10:30 AM,Noncompliant
67-8324579,Dylan,Campos,626-68-8493,KY Medicaid,84855 Howell Run,Lexington,Fayette,Kentucky,40502,8592392409,8593309882,Obstetrics/Gynecology,2/28/22,8:45 AM,Yes,3/16/22,3:00 PM,Noncompliant,4/14/22,8:45 AM,Noncompliant
27-6667263,Jennifer,Bryant,729-79-2692,KY Medicaid,40453 Golden Green Suite 500,Louisville,Jefferson,Kentucky,40211,8595223215,8596796233,Obstetrics/Gynecology,2/23/22,2:30 PM,Yes,3/18/22,8:00 AM,Noncompliant,5/13/22,9:00 AM,Noncompliant
06-5913769,Angela,Williams,530-89-8160,KY Medicaid,771 Kevin Run,Frankfort,Franklin,Kentucky,40602,8598868511,5023131000,General Practice,2/21/22,8:00 AM,Yes,3/9/22,7:00 AM,Noncompliant,4/11/22,8:45 AM,Noncompliant
27-3362697,Joanne,Sanchez,118-18-2727,KY Medicaid,44408 Stevens Crest,Bowling Green,Warren,Kentucky,42101,8595738100,5022342300,Pediatrics,3/15/22,8:00 AM,Yes,3/17/22,2:00 PM,Noncompliant,3/17/22,8:00 AM,Compliant
24-6030602,Thomas,Lindsey,543-74-3870,KY Medicaid,084 Kramer Pine,Bowling Green,Warren,Kentucky,42101,8596514159,5025281212,Internal Medicine,2/23/22,8:30 AM,Yes,3/9/22,1:30 PM,Noncompliant,4/13/22,1:30 PM,Noncompliant
27-0672326,Patricia,Nielsen,611-98-2292,KY Medicaid,15387 James Walk Suite 000,Frankfort,Franklin,Kentucky,40622,8596925145,5028642511,Pediatrics,3/1/22,1:00 PM,Yes,3/18/22,1:00 PM,Noncompliant,3/31/22,3:00 PM,Compliant
73-3800278,Deborah,West,086-80-7085,KY Medicaid,68394 Hudson Land Suite 744,Bowling Green,Warren,Kentucky,42101,8598248240,5026797441,Internal Medicine,3/7/22,10:30 AM,Yes,3/14/22,10:30 AM,Noncompliant,4/29/22,8:45 AM,Noncompliant
36-1071109,Christina,Martinez,775-38-8650,KY Medicaid,4078 Alison Expressway,Louisville,Jefferson,Kentucky,40211,8596222800,5022599400,General Practice,3/2/22,1:30 PM,Yes,3/16/22,3:00 PM,Noncompliant,4/20/22,1:30 PM,Noncompliant
45-3889700,Samantha,Ramsey,491-20-0874,KY Medicaid,6752 John Manor Suite 276,Louisville,Jefferson,Kentucky,40211,8597621100,5027862191,Obstetrics/Gynecology,2/28/22,7:00 AM,Yes,3/15/22,8:45 AM,Noncompliant,3/18/22,10:30 AM,Compliant
25-3994723,Anthony,Marshall,783-59-7409,KY Medicaid,62397 Valdez Parkways,Bowling Green,Warren,Kentucky,42101,8598333600,5028681100,General Practice,3/14/22,8:45 AM,Yes,3/15/22,1:30 PM,Compliant,3/25/22,4:00 PM,Compliant
27-9118633,Virginia,Miller,783-07-6931,KY Medicaid,931 Brent Court Suite 124,Bowling Green,Warren,Kentucky,42101,8593654788,5022662101,Obstetrics/Gynecology,3/14/22,9:00 AM,Yes,3/17/22,7:30 AM,Noncompliant,4/18/22,7:30 AM,Noncompliant
74-7234655,Julie,Benitez,305-30-4162,KY Medicaid,803 Joseph Estate Suite 458,Frankfort,Franklin,Kentucky,40622,8593505000,5028870100,General Practice,3/2/22,1:30 PM,Yes,3/3/22,1:30 PM,Compliant,5/4/22,1:00 PM,Noncompliant
16-0756715,Alicia,Brown,733-76-1519,KY Medicaid,2021 Rocha Walk,Bowling Green,Warren,Kentucky,42101,8598792300,5027264011,General Practice,3/17/22,1:30 PM,Yes,3/18/22,7:30 AM,Compliant,4/21/22,2:30 PM,Noncompliant
74-1661788,Jamie,Chung,448-92-5474,KY Medicaid,95593 Khan Glen,Bowling Green,Warren,Kentucky,42101,8597893511,5022421100,Obstetrics/Gynecology,2/23/22,9:00 AM,Yes,3/1/22,8:00 AM,Noncompliant,3/29/22,1:30 PM,Noncompliant
20-5818296,Connie,Mclaughlin,175-23-7845,KY Medicaid,329 Renee Plain,Covington,Kenton,Kentucky,41013,8598978100,5027371212,Obstetrics/Gynecology,2/24/22,8:45 AM,Yes,2/25/22,4:00 PM,Compliant,5/20/22,4:00 PM,Noncompliant
59-8425469,Jeffrey,Terry,417-05-2632,KY Medicaid,00192 Carpenter Spurs,Bowling Green,Warren,Kentucky,42101,8592183500,5028255100,Pediatrics,3/15/22,1:30 PM,Yes,3/16/22,7:30 AM,Compliant,3/25/22,1:00 PM,Compliant
95-6463083,Thomas,Wallace,412-85-1829,KY Medicaid,1856 Johnson Green,Bowling Green,Warren,Kentucky,42101,8595984800,5023876421,Obstetrics/Gynecology,3/7/22,1:30 PM,Yes,3/10/22,10:30 AM,Noncompliant,4/7/22,1:30 PM,Noncompliant
31-3663657,Sean,Coleman,048-64-9876,KY Medicaid,2727 Baker Manor,Bowling Green,Warren,Kentucky,42101,8599655281,5024084401,Family Medicine,3/3/22,2:30 PM,Yes,3/16/22,3:00 PM,Noncompliant,3/28/22,2:30 PM,Compliant
66-2977878,Teresa,Knapp,686-89-0538,KY Medicaid,85215 Anthony Ville Suite 462,Frankfort,Franklin,Kentucky,40622,8597345441,5028755240,Family Medicine,2/22/22,4:00 PM,Yes,3/18/22,2:30 PM,Noncompliant,3/28/22,4:00 PM,Noncompliant
67-8437161,Leah,Hill,402-40-8851,KY Medicaid,78117 Kathy Underpass,Bowling Green,Warren,Kentucky,42101,8593373051,5029866500,Internal Medicine,3/16/22,3:00 PM,Yes,3/18/22,10:30 AM,Compliant,5/13/22,1:00 PM,Noncompliant
67-0468361,Kimberly,Glover,610-15-3624,KY Medicaid,26095 Anthony Dam,Bowling Green,Warren,Kentucky,42101,8594975018,5022225388,General Practice,2/15/22,8:00 AM,Yes,3/15/22,10:30 AM,Noncompliant,4/7/22,2:00 PM,Noncompliant
94-8369105,Alicia,Duke,772-60-1489,KY Medicaid,274 Riley Turnpike,Louisville,Jefferson,Kentucky,40211,8597595311,5027324321,Internal Medicine,3/14/22,8:45 AM,Yes,3/16/22,8:30 AM,Compliant,3/17/22,4:00 PM,Compliant
02-6056715,Sarah,Roberts,650-68-2652,KY Medicaid,49342 Kendra Parks,Covington,Kenton,Kentucky,41013,8597876275,5024172000,Pediatrics,2/23/22,1:00 PM,Yes,3/17/22,1:00 PM,Noncompliant,4/15/22,1:00 PM,Noncompliant
64-2346185,Susan,Odom,800-47-7218,KY Medicaid,375 Daniel Bypass,Frankfort,Franklin,Kentucky,40622,8597567000,5029324211,Family Medicine,2/15/22,8:00 AM,Yes,3/2/22,8:00 AM,Noncompliant,3/28/22,8:00 AM,Noncompliant
30-2257518,Sherry,Crawford,612-17-0381,KY Medicaid,5433 Gonzalez Rest Suite 258,Lexington,Fayette,Kentucky,40502,8596333500,5025623000,Internal Medicine,2/23/22,8:30 AM,Yes,2/28/22,1:30 PM,Noncompliant,2/28/22,10:30 AM,Compliant
92-6316469,Brent,Blevins,187-95-8877,KY Medicaid,80619 Christopher Turnpike,Bowling Green,Warren,Kentucky,42101,8594653561,5025274800,General Practice,2/18/22,1:00 PM,Yes,3/10/22,2:00 PM,Noncompliant,4/13/22,7:00 AM,Noncompliant
20-9247150,Sharon,Bruce,879-54-8002,KY Medicaid,20271 Debbie Crescent,Frankfort,Franklin,Kentucky,40622,8596666000,5023489343,Obstetrics/Gynecology,3/7/22,8:00 AM,Yes,3/14/22,7:30 AM,Noncompliant,3/28/22,1:30 PM,Compliant
35-3123345,Riley,Campbell,617-64-9623,KY Medicaid,195 Mckee Turnpike,Owensboro,Daviess,Kentucky,42302,8593306000,5023650300,Internal Medicine,3/2/22,3:00 PM,Yes,3/3/22,2:30 PM,Compliant,3/14/22,8:45 AM,Compliant
85-2241794,Paula,Garcia,162-91-3726,KY Medicaid,5554 Miles Manor,Covington,Kenton,Kentucky,41013,8596722901,5026389451,Family Medicine,3/14/22,8:30 AM,Yes,3/17/22,2:00 PM,Noncompliant,3/28/22,9:00 AM,Compliant
03-9963855,Norma,Jensen,118-90-9488,KY Medicaid,822 Leslie Manors Suite 725,Louisville,Jefferson,Kentucky,40211,5023131000,5029675000,Family Medicine,3/1/22,8:00 AM,Yes,3/18/22,10:30 AM,Noncompliant,3/28/22,8:00 AM,Compliant
55-6392955,Christy,Olson,337-86-2353,KY Medicaid,243 Gabrielle Isle,Louisville,Jefferson,Kentucky,40211,5022342300,5025752100,Pediatrics,2/15/22,10:30 AM,Yes,3/8/22,8:30 AM,Noncompliant,3/28/22,4:00 PM,Noncompliant
60-9587298,Kimberly,Compton,557-73-1333,KY Medicaid,915 Sanders Camp Suite 954,Lexington,Fayette,Kentucky,40502,5025281212,5027378559,Pediatrics,3/3/22,3:00 PM,Yes,3/18/22,8:30 AM,Noncompliant,4/6/22,4:00 PM,Noncompliant
34-8912836,Daniel,Morales,369-46-0137,KY Medicaid,370 Thomas Manor,Louisville,Jefferson,Kentucky,40211,5028642511,5027451000,Internal Medicine,2/22/22,3:00 PM,Yes,3/15/22,10:30 AM,Noncompliant,4/11/22,8:45 AM,Noncompliant
32-2006015,Sandra,Newman,092-76-0736,KY Medicaid,413 Zachary Shore,Frankfort,Franklin,Kentucky,40622,5026797441,5022371700,Obstetrics/Gynecology,3/2/22,10:30 AM,Yes,3/8/22,1:30 PM,Noncompliant,3/15/22,4:00 PM,Compliant
34-3228501,Johnny,Knapp,093-79-3448,KY Medicaid,410 Lauren Locks Suite 600,Covington,Kenton,Kentucky,41013,5022599400,5028664141,Pediatrics,3/8/22,3:00 PM,Yes,3/8/22,8:30 AM,Compliant,5/11/22,9:00 AM,Noncompliant
47-3107457,Kelly,Williams,498-63-0542,KY Medicaid,3827 Samantha Greens Suite 796,Covington,Kenton,Kentucky,41013,5027862191,5027232115,Internal Medicine,3/3/22,7:30 AM,Yes,3/4/22,8:00 AM,Compliant,5/11/22,9:00 AM,Noncompliant
34-1037812,Ryan,Jones,580-11-8925,KY Medicaid,981 Lacey Heights Suite 285,Louisville,Jefferson,Kentucky,40211,5028681100,5023895000,Internal Medicine,3/8/22,1:30 PM,Yes,3/16/22,9:00 AM,Noncompliant,4/1/22,2:00 PM,Compliant
06-3585674,Brandon,Castillo,658-32-2295,KY Medicaid,195 Nicholas Shoals Suite 068,Louisville,Jefferson,Kentucky,40211,5022662101,5022562195,Family Medicine,2/24/22,3:00 PM,Yes,3/8/22,10:30 AM,Noncompliant,3/28/22,10:30 AM,Noncompliant
58-0967197,Jennifer,Rose,601-87-9789,KY Medicaid,826 Booker Walk Suite 069,Covington,Kenton,Kentucky,41013,5028870100,5026474300,Pediatrics,3/18/22,8:45 AM,Yes,3/21/22,10:30 AM,Noncompliant,4/5/22,7:30 AM,Compliant
77-9440974,Kristin,Owens,065-44-3701,KY Medicaid,664 Whitaker Gateway,Owensboro,Daviess,Kentucky,42302,5027264011,5022125220,Pediatrics,3/18/22,8:00 AM,Yes,3/22/22,7:00 AM,Noncompliant,3/25/22,8:30 AM,Compliant
06-3454122,Brittany,Campbell,668-28-3606,KY Medicaid,00506 Angelica Expressway,Frankfort,Franklin,Kentucky,40622,5022421100,5024442444,General Practice,3/22/22,7:00 AM,Yes,3/21/22,8:00 AM,Compliant,4/29/22,1:30 PM,Noncompliant
77-3926881,Carly,Reyes,377-53-8869,KY Medicaid,7928 Rebecca Throughway Suite 044,Frankfort,Franklin,Kentucky,40622,5027371212,5023235211,Internal Medicine,3/9/22,1:30 PM,Yes,3/14/22,10:30 AM,Noncompliant,5/13/22,1:00 PM,Noncompliant
03-3316658,Alexander,Collier,036-67-9068,KY Medicaid,63350 Lauren Vista Suite 268,Lexington,Fayette,Kentucky,40502,5028255100,5022856401,Pediatrics,2/28/22,4:00 PM,Yes,3/7/22,3:00 PM,Noncompliant,4/14/22,1:30 PM,Noncompliant
86-6851491,Christian,Allen,162-46-6193,KY Medicaid,62588 Jose Drive,Bowling Green,Warren,Kentucky,42101,5023876421,5025874011,Obstetrics/Gynecology,3/14/22,9:00 AM,Yes,3/15/22,10:30 AM,Compliant,4/22/22,8:30 AM,Noncompliant
21-7956046,Stephen,Larson,274-86-8363,KY Medicaid,7797 Jimenez Fields,Louisville,Jefferson,Kentucky,40211,5024084401,5028492351,Internal Medicine,2/23/22,2:30 PM,Yes,2/25/22,8:00 AM,Compliant,3/10/22,8:45 AM,Compliant
22-2106966,Pamela,Brown,073-68-8296,KY Medicaid,56432 Elizabeth Isle Suite 755,Frankfort,Franklin,Kentucky,40622,5028755240,5024844656,Family Medicine,3/14/22,7:30 AM,Yes,3/15/22,2:00 PM,Compliant,4/4/22,7:00 AM,Compliant
23-7729693,Kylie,Obrien,606-60-8002,KY Medicaid,733 Rogers Dam,Bowling Green,Warren,Kentucky,42101,5029866500,5027836503,Obstetrics/Gynecology,3/14/22,10:30 AM,Yes,3/18/22,7:00 AM,Noncompliant,3/25/22,7:00 AM,Compliant
15-1049174,Jose,Lyons,227-11-1075,KY Medicaid,47203 Jonathan Park Suite 655,Frankfort,Franklin,Kentucky,40622,5022225388,5025985104,General Practice,3/7/22,8:00 AM,Yes,3/8/22,7:30 AM,Compliant,3/17/22,7:00 AM,Compliant
85-3052544,Daniel,Perez,637-99-4541,KY Medicaid,00434 Lee Vista,Lexington,Fayette,Kentucky,40502,5027324321,5027433186,Obstetrics/Gynecology,2/22/22,8:00 AM,Yes,3/18/22,8:00 AM,Noncompliant,5/10/22,8:00 AM,Noncompliant
92-4413414,Rebecca,Owens,544-17-6237,KY Medicaid,06203 Silva Village,Louisville,Jefferson,Kentucky,40211,5024172000,5023012000,Pediatrics,3/15/22,1:30 PM,Yes,3/18/22,1:30 PM,Noncompliant,3/25/22,7:30 AM,Compliant
05-1481212,Jay,Hernandez,617-45-3364,KY Medicaid,6335 Mccoy Parkways Suite 112,Owensboro,Daviess,Kentucky,42302,5029324211,5025723100,General Practice,3/14/22,8:45 AM,Yes,3/14/22,4:00 PM,Compliant,3/18/22,8:00 AM,Compliant
44-6880603,Charles,Johnson,445-57-1491,KY Medicaid,9102 Daniel Mountain Suite 780,Louisville,Jefferson,Kentucky,40211,5025623000,5029882299,Obstetrics/Gynecology,2/23/22,7:30 AM,Yes,2/24/22,2:00 PM,Compliant,3/28/22,7:00 AM,Noncompliant
